id,day,month,year,month(no),date,location,OSGridRef,latitude ,longitude,Nation,comments
825,13,March,1172,3,13-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
826,14,March,1172,3,14-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
827,15,March,1172,3,15-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
828,16,March,1172,3,16-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
829,17,March,1172,3,17-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
830,18,March,1172,3,18-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
831,19,March,1172,3,19-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
832,20,March,1172,3,20-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
833,21,March,1172,3,21-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
834,22,March,1172,3,22-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
835,23,March,1172,3,23-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
836,24,March,1172,3,24-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
837,25,March,1172,3,25-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
838,26,March,1172,3,26-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
839,27,March,1172,3,27-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
840,28,March,1172,3,28-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
841,29,March,1172,3,29-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
842,30,March,1172,3,30-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
843,31,March,1172,3,31-3-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,N/A
844,1,April,1172,4,1-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
845,2,April,1172,4,2-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
846,3,April,1172,4,3-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
847,4,April,1172,4,4-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
848,5,April,1172,4,5-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
849,6,April,1172,4,6-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
850,7,April,1172,4,7-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
851,8,April,1172,4,8-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
852,9,April,1172,4,9-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
853,10,April,1172,4,10-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
854,11,April,1172,4,11-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
855,12,April,1172,4,12-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
856,13,April,1172,4,13-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
857,14,April,1172,4,14-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
858,15,April,1172,4,15-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
859,16,April,1172,4,16-4-1172,Wexford,SL9644080039,52.3342,-6.4575,Republic of Ireland,"K. Henry at Wexford, still waiting apparently for a fair wind."
860,17,April,1172,4,17-4-1172,Portfinnan,,,,Wales,"The King crosses the channel and lands at Portfinnan, near St. Davids"
861,19,April,1172,4,19-4-1172,Haverfordwest,SM9524115483,51.8,-4.97,Wales,N/A
862,21,April,1172,4,21-4-1172,Pembroke,SM9842601551,51.67604,-4.9158,Wales,N/A
863,22,April,1172,4,22-4-1172,Cardiff,ST1837176329,51.480005,-3.1768555,Wales,N/A
864,23,April,1172,4,23-4-1172,Newport,ST3080987638,51.583333,-3,Wales,N/A
865,24,April,1172,4,24-4-1172,Talacharn,SN3006710778,51.7694,-4.4631,Wales,The King is met on his road to England by Prince Res at Talacharn.  Talacharn is Welsh for Laugharne
866,,April,1172,4,4-1172,England,TQ3070979631,51.5,-0.116667,England,"The King, after his return from Ireland and leaving Wales, seems to have stayed about eighteen days in England."
867,c.12,May,1172,5,c.12-5-1172,Portsmouth,SU6430901157,50.805833,-1.087222,England,N/A
868,,May,1172,5,5-1172,Barfleur,,49.6711,-1.2633,France,N/A
869,16,May,1172,5,16-5-1172,Gorron,,48.4125,-0.8114,France,(in Maine).  Appears as 'Gorram' in text and 'Gorron' in index
870,17,May,1172,5,17-5-1172,Savigny,,49.0506,-1.3375,France,N/A
871,,May,1172,5,5-1172,Caen,,49.18,-0.37,France,N/A
872,21,May,1172,5,21-5-1172,Avranches,,48.685,-1.3556,France,N/A
873,c.22,May,1172,5,c.22-5-1172,Caen,,49.18,-0.37,France,N/A
874,,May,1172,5,5-1172,Brittany,,48,-3,France,Appears as 'Bretagne' in the text
875,21,September,1172,9,21-9-1172,Normandy,,48.88,0.17,France,K. Henry was again in Normandy
876,,October,1172,10,10-1172,Normandy,,48.88,0.17,France,The King is not recorded to have quitted Normandy.
877,,November,1172,11,11-1172,Normandy,,48.88,0.17,France,The King is not recorded to have quitted Normandy.
878,,December,1172,12,12-1172,Normandy,,48.88,0.17,France,N/A
879,,December,1172,12,12-1172,Le Mans,,48.0077,0.1984,France,N/A
880,25,December,1172,12,25-12-1172,Chinon,,47.1678,0.2436,France,N/A
881,26,December,1172,12,26-12-1172,Chinon,,47.1678,0.2436,France,N/A
882,27,December,1172,12,27-12-1172,Chinon,,47.1678,0.2436,France,N/A
883,28,December,1172,12,28-12-1172,Chinon,,47.1678,0.2436,France,N/A
884,29,December,1172,12,29-12-1172,Chinon,,47.1678,0.2436,France,N/A
885,30,December,1172,12,30-12-1172,Chinon,,47.1678,0.2436,France,N/A
886,31,December,1172,12,31-12-1172,Chinon,,47.1678,0.2436,France,N/A
887,,January,1173,1,1-1173,Chinon,,47.1678,0.2436,France,N/A
888,2,February,1173,2,2-2-1173,Montferrand,,45.793,3.1135,France,(in Auvergne).  Is now Clermont-Ferrand
889,,February,1173,2,2-1173,Gascony,,43.977,-0.176,France,N/A
890,,February,1173,2,2-1173,St. Machaire,,44.5675,-0.2225,France,N/A
891,21,February,1173,2,21-2-1173,Limoges,,45.8353,1.2625,France,N/A
892,22,February,1173,2,22-2-1173,Limoges,,45.8353,1.2625,France,N/A
893,23,February,1173,2,23-2-1173,Limoges,,45.8353,1.2625,France,N/A
894,24,February,1173,2,24-2-1173,Limoges,,45.8353,1.2625,France,N/A
895,25,February,1173,2,25-2-1173,Limoges,,45.8353,1.2625,France,N/A
896,26,February,1173,2,26-2-1173,Limoges,,45.8353,1.2625,France,N/A
897,27,February,1173,2,27-2-1173,Limoges,,45.8353,1.2625,France,N/A
898,28,February,1173,2,28-2-1173,Limoges,,45.8353,1.2625,France,N/A
899,28,February,1173,2,28-2-1173,Vigeois,,45.3803,1.5181,France,(Vosias)
900,5,March,1173,3,5-3-1173,Chinon,,47.1678,0.2436,France,N/A
901,7,March,1173,3,7-3-1173,Alençon,,48.4306,0.0931,France,N/A
902,,March,1173,3,3-1173,Gisors,,49.2811,1.7772,France,N/A
903,4,April,1173,4,4-4-1173,St. Barbe,,49.1672,1.3206,France,in the Lieuvin.  Possibly Sainte-Barbe-sur-Gaillon
904,8,April,1173,4,8-4-1173,Alençon,,48.4306,0.0931,France,N/A
905,,April,1173,4,4-1173,Rouen,,49.442778,1.088611,France,N/A
906,,May,1173,5,5-1173,Rouen,,49.442778,1.088611,France,N/A
907,,June,1173,6,6-1173,Rouen,,49.442778,1.088611,France,N/A
908,,July,1173,7,7-1173,Rouen,,49.442778,1.088611,France,N/A
909,,,1173,,1173,Lillebonne,,49.5189,0.5343,France,N/A
910,,,1173,,1173,Rouen,,49.442778,1.088611,France,N/A
911,6,August,1173,8,6-8-1173,Conches,,48.9614,0.9433,France,N/A
912,7,August,1173,8,7-8-1173,Conches,,48.9614,0.9433,France,N/A
913,8,August,1173,8,8-8-1173,Breteuil,,48.8369,0.9147,France,N/A
914,8,August,1173,8,8-8-1173,Conches,,48.9614,0.9433,France,N/A
915,9,August,1173,8,9-8-1173,Verneuil,,48.7394,0.9286,France,N/A
916,10,August,1173,8,10-8-1173,Damville,,48.8706,1.0756,France,N/A
917,,August,1173,8,8-1173,Rouen,,49.442778,1.088611,France,N/A
918,,August,1173,8,8-1173,Fougères,,48.3525,-1.1986,France,N/A
919,20,August,1173,8,20-8-1173,Rouen,,49.442778,1.088611,France,N/A
920,,August,1173,8,8-1173,Tenchebray,,48.7636,-0.7331,France,N/A
921,,August,1173,8,8-1173,Dol,,48.5506,-1.7497,France,N/A
922,8,September,1173,9,8-9-1173,Le Mans,,48.0077,0.1984,France,N/A
923,9,September,1173,9,9-9-1173,Le Mans,,48.0077,0.1984,France,N/A
924,10,September,1173,9,10-9-1173,Le Mans,,48.0077,0.1984,France,N/A
925,11,September,1173,9,11-9-1173,Le Mans,,48.0077,0.1984,France,N/A
926,12,September,1173,9,12-9-1173,Le Mans,,48.0077,0.1984,France,N/A
927,13,September,1173,9,13-9-1173,Le Mans,,48.0077,0.1984,France,N/A
928,14,September,1173,9,14-9-1173,Le Mans,,48.0077,0.1984,France,N/A
929,15,September,1173,9,15-9-1173,Le Mans,,48.0077,0.1984,France,N/A
930,25,September,1173,9,25-9-1173,Gisors,,49.2811,1.7772,France,N/A
931,26,September,1173,9,26-9-1173,Gisors,,49.2811,1.7772,France,N/A
932,c.11,November,1173,11,c.11-11-1173,Anjou,,47.473612,-0.554167,France,N/A
933,,November,1173,11,11-1173,Haye,,46.9744,0.6986,France,Castle.  Possibly now know as Descartes.
934,,November,1173,11,11-1173,Prulli,,,,France,Castle
935,,November,1173,11,11-1173,Campenni,,,,France,Castle
936,30,November,1173,11,30-11-1173,Vendôme,,47.7936,1.0664,France,K. Henry takes Vendome on the Loire.
937,25,December,1173,12,25-12-1173,Caen,,49.18,-0.37,France,N/A
938,c.13,January,1174,1,c.13-1-1174,Normandy,,48.88,0.17,France,K. Henry agrees on a truce with Louis till the close of Easter.
939,30,April,1174,4,30-4-1174,Le Mans,,48.0077,0.1984,France,N/A
940,c.4,May,1174,5,c.4-5-1174,Anjou,,47.473612,-0.554167,France,N/A
941,12,May,1174,5,12-5-1174,Poitiers,,46.58,0.34,France,N/A
942,,May,1174,5,5-1174,Saintes,,45.7464,-0.6333,France,N/A
943,11,June,1174,6,11-6-1174,Ancenis,,47.3733,-1.2936,France,on the Loire in Anjou
944,24,June,1174,6,24-6-1174,Bonneville sur Touques,,49.3389,0.1206,France,(in Normandy)
945,7,July,1174,7,7-7-1174,Barfleur,,49.6711,-1.2633,France,N/A
946,8,July,1174,7,8-7-1174,Southampton,SU4189211677,50.9025,-1.404167,England,N/A
947,,July,1174,7,7-1174,London,TQ3248081340,51.515457,-0.092140265,England,N/A
948,12,July,1174,7,12-7-1174,Canterbury,TR1454057430,51.275608,1.0745524,England,The King does penance at Becket's tomb at Canterbury.
949,13,July,1174,7,13-7-1174,Canterbury,TR1454057430,51.275608,1.0745524,England,"The King, after concluding his penance, and hearing mass at Canterbury, sets out for London."
950,14,July,1174,7,14-7-1174,London,TQ3248081340,51.515457,-0.092140265,England,N/A
951,,July,1174,7,7-1174,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
952,19,July,1174,7,19-7-1174,Huntingdon,TL2402571458,52.327212,-0.18148094,England,N/A
953,20,July,1174,7,20-7-1174,Huntingdon,TL2402571458,52.327212,-0.18148094,England,N/A
954,21,July,1174,7,21-7-1174,Huntingdon,TL2402571458,52.327212,-0.18148094,England,Huntingdon surrenders to the King.
955,24,July,1174,7,24-7-1174,Seleham,TM2063777421,52.35,1.24,England,near Framlingham.  Likely to be Syleham.
956,25,July,1174,7,25-7-1174,Seleham,TM2063777421,52.35,1.24,England,Hugh Bigot comes to the King at Seieham and surrenders his castles of Bungay and Frauilingham.  Likely to be Syleham.
957,,July,1174,7,7-1174,Brampton,TL2134570670,52.32073,-0.22107536,England,N/A
958,31,July,1174,7,31-7-1174,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
959,,,1174,,1174,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
960,,,1174,,1174,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
961,8,August,1174,8,8-8-1174,Portsmouth,SU6430901157,50.805833,-1.087222,England,N/A
962,8,August,1174,8,8-8-1174,Barfleur,,49.6711,-1.2633,France,N/A
963,c.9,August,1174,8,c.9-8-1174,Caen,,49.18,-0.37,France,N/A
964,10,August,1174,8,10-8-1174,Rouen,,49.442778,1.088611,France,N/A
965,11,August,1174,8,11-8-1174,Rouen,,49.442778,1.088611,France,Henry could have stayed until the 15th August
966,8,September,1174,9,8-9-1174,Gisors,,49.2811,1.7772,France,N/A
967,21,September,1174,9,21-9-1174,Poitiers,,46.58,0.34,France,Could be 21st or 23rd.  Appears as 'Poictiers' in the text and 'Poitiers' in the index
968,,September,1174,9,9-1174,Beauvoir sur Mer,,46.9169,-2.0414,France,N/A
969,30,September,1174,9,30-9-1174,Mont Louis,,47.3892,0.8281,France,"K. Henry, Louis, and the Princes, Henry, Richard, and Geoffrey, confer and come to terms at Mont Louis (Mons Laudatus), between Tours and Amboise."
970,c.10,October,1174,10,c.10-10-1174,Falaise,,48.897222,-0.1975,France,N/A
971,c.1,December,1174,12,c.1-12-1174,Falaise,,48.897222,-0.1975,France,N/A
972,8,December,1174,12,8-12-1174,Valognes,,49.52,-1.47,France,N/A
973,,December,1174,12,12-1174,Vaudreuil,,49.2569,1.2067,France,N/A
974,,December,1174,12,12-1174,Rouen,,49.442778,1.088611,France,N/A
975,,December,1174,12,12-1174,Chevaillec,,49.4072,1.0531,France,N/A
976,26,December,1174,12,26-12-1174,Argentan,,48.75,-0.02,France,N/A
977,c.1,January,1175,1,c.1-1-1175,Anjou,,47.473612,-0.554167,France,N/A
978,2,February,1175,2,2-2-1175,Le Mans,,48.0077,0.1984,France,N/A
979,24,February,1175,2,24-2-1175,Gisors,,49.2811,1.7772,France,N/A
980,26,February,1175,2,26-2-1175,Rouen,,49.442778,1.088611,France,N/A
981,,February,1175,2,2-1175,Anjou,,47.473612,-0.554167,France,N/A
982,25,March,1175,3,25-3-1175,Caen,,49.18,-0.37,France,N/A
983,1,April,1175,4,1-4-1175,Bur-le-Roi,,49.2272,-0.7736,France,N/A
984,c.2,April,1175,4,c.2-4-1175,Valognes,,49.52,-1.47,France,N/A
985,13,April,1175,4,13-4-1175,Cherbourg,,49.63,-1.62,France,N/A
986,22,April,1175,4,22-4-1175,Caen,,49.18,-0.37,France,N/A
987,c.1,May,1175,5,c.1-5-1175,Barfleur,,49.6711,-1.2633,France,N/A
988,8,May,1175,5,8-5-1175,Barfleur,,49.6711,-1.2633,France,Could be 8th or 9th
989,,May,1175,5,5-1175,Portsmouth,SU6430901157,50.805833,-1.087222,England,N/A
990,,May,1175,5,5-1175,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
991,18,May,1175,5,18-5-1175,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
992,,May,1175,5,5-1175,London,TQ3248081340,51.515457,-0.092140265,England,N/A
993,1,June,1175,6,1-6-1175,Reading,SU7134673352,51.454167,-0.973056,England,The King and Prince hold their Court on Whitsunday at Reading.
994,15,June,1175,6,15-6-1175,Woodstock,SP4449616513,51.845,-1.354,England,N/A
995,24,June,1175,6,24-6-1175,Oxford,SP5130006100,51.751253,-1.2582674,England,N/A
996,29,June,1175,6,29-6-1175,Gloucester,SO8320018600,51.865722,-2.2453868,England,N/A
997,1,July,1175,7,1-7-1175,Woodstock,SP4449616513,51.845,-1.354,England,N/A
998,2,July,1175,7,2-7-1175,Woodstock,SP4449616513,51.845,-1.354,England,N/A
999,3,July,1175,7,3-7-1175,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1000,4,July,1175,7,4-7-1175,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1001,5,July,1175,7,5-7-1175,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1002,6,July,1175,7,6-7-1175,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1003,7,July,1175,7,7-7-1175,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1004,c.7,July,1175,7,c.7-7-1175,Shrewsbury,SJ4906312564,52.708,-2.754,England,Perhaps the King visited Shrewsbury about this time.
1005,8,July,1175,7,8-7-1175,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1006,9,July,1175,7,9-7-1175,Lichfield,SK1155809419,52.682,-1.829,England,N/A
1007,,July,1175,7,7-1175,Staffordshire,SJ9217323309,52.806944,-2.116111,England,N/A
1008,1,August,1175,8,1-8-1175,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
1009,10,August,1175,8,10-8-1175,York,SE6048651973,53.960106,-1.078017,England,N/A
1010,c.12,August,1175,8,c.12-8-1175,Stamford,TF0253307592,52.656,-0.484,England,N/A
1011,,August,1175,8,8-1175,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
1012,,August,1175,8,8-1175,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1013,25,September,1175,9,25-9-1175,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1014,6,October,1175,10,6-10-1175,Windsor,SU9691277019,51.483333,-0.604167,England,On this day the King held a great Council at Windsor
1015,,October,1175,10,10-1175,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1016,,October,1175,10,10-1175,Marlborough,SU1887169033,51.42,-1.73,England,N/A
1017,,October,1175,10,10-1175,Ludgershall,SU2647550827,51.256,-1.622,England,(in Wiltshire)
1018,,October,1175,10,10-1175,Feckenham,SP0083161317,52.250033,-1.989251,England,N/A
1019,31,October,1175,10,31-10-1175,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1020,,November,1175,11,11-1175,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1021,26,November,1175,11,26-11-1175,Eynsham,SP4311109383,51.781,-1.375,England,N/A
1022,30,November,1175,11,30-11-1175,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1023,25,December,1175,12,25-12-1175,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1024,31,December,1175,12,31-12-1175,Windsor,SU9691277019,51.483333,-0.604167,England,The King still probably at Windsor.
1025,1,January,1176,1,1-1-1176,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1026,,January,1176,1,1-1176,Bridgenorth,SO7164293098,52.535,-2.4195,England,Appears as 'Bridgnorth' in the text
1027,,January,1176,1,1-1176,Shrewsbury,SJ4906312564,52.708,-2.754,England,N/A
1028,26,January,1176,1,26-1-1176,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
1029,,February,1176,2,2-1176,Geddington,SP8935383036,52.438,-0.687,England,N/A
1030,,February,1176,2,2-1176,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1031,14,March,1176,3,14-3-1176,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1032,,March,1176,3,3-1176,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1033,31,March,1176,3,31-3-1176,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1034,4,April,1176,4,4-4-1176,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1035,c.20,May,1176,5,c.20-5-1176,London,TQ3248081340,51.515457,-0.092140265,England,(London)
1036,25,May,1176,5,25-5-1176,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1037,31,May,1176,5,31-5-1176,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1038,,June,1176,6,6-1176,Clarendon,SU1820130173,51.0706,-1.7416,England,N/A
1039,15,August,1176,8,15-8-1176,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1040,21,September,1176,9,21-9-1176,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1041,28,September,1176,9,28-9-1176,Windsor,SU9691277019,51.483333,-0.604167,England,The King holds a Court at Windsor.
1042,30,September,1176,9,30-9-1176,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1043,c.9,October,1176,10,c.9-10-1176,Feckenham,SP0083161317,52.250033,-1.989251,England,N/A
1044,,October,1176,10,10-1176,Kinver,SO8450683492,52.4488,-2.228,England,(Staffordshire)
1045,17,October,1176,10,17-10-1176,Cirencester,SP0230702253,51.719,-1.968,England,"The Church at Cirencester is consecrated by Bartholomew, Bishop of Exeter, the King attending."
1046,12,November,1176,11,12-11-1176,Westminster,TQ3016079670,51.500988,-0.12617168,England,The King and his Court are at Westminster.
1047,24,December,1176,12,24-12-1176,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
1048,25,December,1176,12,25-12-1176,Nottingham,SK5700040000,52.954357,-1.1530111,England,"The King and his two younger sons, Princes Geoffrey and John, keep Christmas at Nottingham."
1049,1,January,1177,1,1-1-1177,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
1050,c.15,January,1177,1,c.15-1-1177,Northampton,SP7549060562,52.238083,-0.89592755,England,The King holds a great Council at Northampton.
1051,20,January,1177,1,20-1-1177,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1052,2,February,1177,2,2-2-1177,Marlborough,SU1887169033,51.42,-1.73,England,N/A
1053,22,February,1177,2,22-2-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1054,c.1,March,1177,3,c.1-3-1177,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1055,13,March,1177,3,13-3-1177,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1056,13,March,1177,3,13-3-1177,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1057,c.20,March,1177,3,c.20-3-1177,Marlborough,SU1887169033,51.42,-1.73,England,N/A
1058,17,April,1177,4,17-4-1177,Reading,SU7134673352,51.454167,-0.973056,England,N/A
1059,21,April,1177,4,21-4-1177,Canterbury,TR1454057430,51.275608,1.0745524,England,N/A
1060,22,April,1177,4,22-4-1177,Dover,TR3161341898,51.1295,1.3089,England,N/A
1061,23,April,1177,4,23-4-1177,Wick,TR0525146836,51.183333,0.937222,England,(Wye?)  Index suggests it could be Wye
1062,24,April,1177,4,24-4-1177,Wick,TR0525146836,51.183333,0.937222,England,(Wye?)  Index suggests it could be Wye
1063,26,April,1177,4,26-4-1177,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1064,1,May,1177,5,1-5-1177,St. Edmundsbury,TL8545064155,52.243889,0.716667,England,Appears as 'St. Edmundbury' in the text
1065,2,May,1177,5,2-5-1177,Ely,TL5389680231,52.398056,0.262222,England,N/A
1066,c.4,May,1177,5,c.4-5-1177,Geddington,SP8935383036,52.438,-0.687,England,(Appears in the text as both 'Gayton' and 'Geddington'
1067,c.8,May,1177,5,c.8-5-1177,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1068,22,May,1177,5,22-5-1177,Amesbury,SU1509841720,51.174,-1.784,England,Nunnery
1069,29,May,1177,5,29-5-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1070,2,June,1177,6,2-6-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1071,c.6,June,1177,6,c.6-6-1177,Marlborough,SU1887169033,51.42,-1.73,England,N/A
1072,c.10,June,1177,6,c.10-6-1177,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1073,11,June,1177,6,11-6-1177,Waltham,TL6944613455,51.793598,0.45738,England,Abbey
1074,12,June,1177,6,12-6-1177,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1075,,June,1177,6,6-1177,Hertfordshire ?,TL2290914668,51.816667,-0.216667,England,Perhaps the King was in Hertfordshire about this time. 
1076,14,June,1177,6,14-6-1177,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1077,15,June,1177,6,15-6-1177,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1078,16,June,1177,6,16-6-1177,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1079,17,June,1177,6,17-6-1177,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1080,18,June,1177,6,18-6-1177,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1081,1,July,1177,7,1-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1082,9,July,1177,7,9-7-1177,Stokes,SZ5889698063,50.77859,-1.16454,England,near Portsmouth.  Likely to be Stokes Bay
1083,c.,July,1177,7,c.7-1177,Portchester ?,SU6195205150,50.842,-1.12,England,Appears as 'Porchester ?' in the text
1084,10,July,1177,7,10-7-1177,Stanstede,SU7614910349,50.887058,-0.917282,England,Stansted Park
1085,11,July,1177,7,11-7-1177,Stanstede,SU7614910349,50.887058,-0.917282,England,Stansted Park
1086,12,July,1177,7,12-7-1177,Stanstede,SU7614910349,50.887058,-0.917282,England,Stansted Park
1087,13,July,1177,7,13-7-1177,Stanstede,SU7614910349,50.887058,-0.917282,England,Stansted Park
1088,14,July,1177,7,14-7-1177,Stanstede,SU7614910349,50.887058,-0.917282,England,Stansted Park
1089,15,July,1177,7,15-7-1177,Stanstede,SU7614910349,50.887058,-0.917282,England,Stansted Park
1090,16,July,1177,7,16-7-1177,Stanstede,SU7614910349,50.887058,-0.917282,England,Stansted Park
1091,17,July,1177,7,17-7-1177,Stanstede,SU7614910349,50.887058,-0.917282,England,Stansted Park
1092,17,July,1177,7,17-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1093,18,July,1177,7,18-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1094,19,July,1177,7,19-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1095,20,July,1177,7,20-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1096,21,July,1177,7,21-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1097,22,July,1177,7,22-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1098,23,July,1177,7,23-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1099,24,July,1177,7,24-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1100,25,July,1177,7,25-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1101,26,July,1177,7,26-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1102,27,July,1177,7,27-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1103,28,July,1177,7,28-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1104,29,July,1177,7,29-7-1177,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
